,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
113,"$57,500 /yr (est.)",57500.0,Social Analyst / Community Manager,3,1,1,"Paradowski
3.3", MO,3.3,0,46,51 to 200 Employees,1977,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),3.6,3.4,3.3,2.8,3.4,2023-05-25 00:04:15.284680,yr
114,"$99,271 /yr (est.)",99271.0,SENIOR MARKETING LEGAL ANALYST,5,1,0,"Loomis, Sayles & Company, L.P.
3.9", MA,3.9,0,-1,-1,-1,-1,-1,-1,-1,3.4,3.6,3.6,3.2,4.2,2023-05-25 00:04:18.285047,yr
115,"$70,000 /yr (est.)",70000.0,Digital Marketing Analyst,3,1,1,"Erickson Senior Living
3.7", MD,3.7,0,40,10000+ Employees,1983,Company - Private,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),3.7,3.7,3.8,3.4,3.7,2023-05-25 00:04:22.095931,yr
116,"$56,242 /yr (est.)",56242.0,Digital Marketing Analyst,2,1,-1,"Digimatiq Marketing, Inc", NC,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-25 00:04:33.144447,yr
117,"$87,625 /yr (est.)",87625.0,Senior Growth Marketing Analyst,3,1,1,"Grokstream
4.6", CA,4.6,0,14,1 to 50 Employees,2009,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,4.5,4.0,5.0,5.0,4.5,2023-05-25 00:04:39.488514,yr
118,"$66,368 /yr (est.)",66368.0,Digital Marketing Analyst (CMD),5,1,1,"Waukesha Pearce Industries
3.0", TX,3.0,0,47,501 to 1000 Employees,1976,Company - Private,Machinery Manufacturing,Manufacturing,$100 to $500 million (USD),2.8,3.0,2.5,2.1,2.9,2023-05-25 00:04:42.499654,yr
119,"$70,000 /yr (est.)",70000.0,-1,-1,-1,-1,-1, MD,3.7,0,40,10000+ Employees,1983,Company - Private,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),3.7,3.7,3.8,3.4,3.7,2023-05-25 00:04:47.091358,yr
120,"$60,203 /yr (est.)",60203.0,Digital Marketing Analyst,2,1,1,"Socket Telecom, LLC
2.7", MO,2.7,0,29,51 to 200 Employees,1994,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$25 to $100 million (USD),2.7,2.0,3.1,2.4,3.1,2023-05-25 00:04:53.868194,yr
121,"$64,212 /yr (est.)",64212.0,ANALYST (Marketing Specialist),8,1,-1,"Immersion Consulting, LLC
3.4", MD,3.4,0,19,51 to 200 Employees,2004,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),3.3,3.7,3.7,3.5,4.0,2023-05-25 00:04:57.546514,yr
122,"$65,000 /yr (est.)",65000.0,Marketing Analyst,5,1,1,"Harris Computer Systems
4.2", NY,4.2,0,47,10000+ Employees,1976,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),4.2,3.8,4.4,4.1,4.3,2023-05-25 00:05:00.936324,yr
123,"$66,789 /yr (est.)",66789.0,Marketing Strategy Analyst,0,1,1,"Reynolds Lake Oconee
4.6", GA,4.6,0,-1,-1,-1,-1,-1,-1,-1,4.2,4.2,4.3,4.3,3.9,2023-05-25 00:05:04.160225,yr
124,"$65,278 /yr (est.)",65278.0,Marketing & Communications Analyst,5,1,1,"The Timken Company
3.8", MI,3.8,0,124,10000+ Employees,1899,Company - Public,Machinery Manufacturing,Manufacturing,$1 to $5 billion (USD),3.4,3.4,3.6,3.0,3.4,2023-05-25 00:05:07.962181,yr
125,"$80,912 /yr (est.)",80912.0,Senior Marketing Analyst,5,1,1,"TPN
3.9", TX,3.9,0,39,201 to 500 Employees,1984,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,3.7,3.6,4.0,3.7,3.9,2023-05-25 00:05:10.959365,yr
126,"$70,000 /yr (est.)",70000.0,Sr Digital Marketing Data Analyst - Paid Search,5,1,1,"RiseIT Solutions
3.7", FL,3.7,0,-1,-1,-1,-1,-1,-1,-1,3.6,3.9,3.9,3.8,4.2,2023-05-25 00:05:14.135495,yr
128,"$100,741 /yr (est.)",100741.0,"Senior Analyst, Enterprise Marketing Analytics",5,1,1,"Boston Scientific Corporation
4.1", MA,4.1,0,44,10000+ Employees,1979,Company - Public,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD),3.9,3.9,4.2,3.8,3.8,2023-05-25 00:05:25.409655,yr
